,state,county,happeningOppose,happening,TotalPop
2164,Oklahoma,Jefferson County,18.584,60.343,4341
2165,Oklahoma,Johnston County,17.675,62.38399999999999,7413
2166,Oklahoma,Kay County,19.500999999999998,59.891999999999996,30222
2167,Oklahoma,Kingfisher County,23.308000000000003,57.317,9977
2168,Oklahoma,Kiowa County,17.461,61.784,6496
2169,Oklahoma,Latimer County,19.012,60.607,7177
2170,Oklahoma,Le Flore County,18.477999999999998,61.097,33514
2171,Oklahoma,Lincoln County,20.277,59.048,23179
2172,Oklahoma,Logan County,18.217,63.443999999999996,28816
2173,Oklahoma,Love County,18.123,61.516000000000005,6426
2174,Oklahoma,McClain County,24.694000000000003,55.007,23531
2175,Oklahoma,McCurtain County,17.237000000000002,62.102,21749
2176,Oklahoma,McIntosh County,18.134,61.412,14703
2177,Oklahoma,Major County,19.317999999999998,60.513999999999996,5262
2178,Oklahoma,Marshall County,13.204,68.484,10935
2179,Oklahoma,Mayes County,22.991999999999997,53.725,27407
2180,Oklahoma,Murray County,19.601,60.343,9324
2181,Oklahoma,Muskogee County,16.213,61.495,46668
2182,Oklahoma,Noble County,22.9,53.373999999999995,7866
2183,Oklahoma,Nowata County,18.521,60.618,7230
2184,Oklahoma,Okfuskee County,15.562000000000001,64.217,8332
2185,Oklahoma,Oklahoma County,15.475999999999999,68.67,480063
2186,Oklahoma,Okmulgee County,15.058,63.772,26026
2187,Oklahoma,Osage County,16.4,63.534,33000
2188,Oklahoma,Ottawa County,18.265,62.016000000000005,20953
2189,Oklahoma,Pawnee County,18.971,59.802,11290
2190,Oklahoma,Payne County,16.756,65.457,42088
2191,Oklahoma,Pittsburg County,19.43,60.003,31584
2192,Oklahoma,Pontotoc County,18.629,62.849,24193
2193,Oklahoma,Pottawatomie County,19.539,60.895,46055
2194,Oklahoma,Pushmataha County,19.186,59.81,7987
2195,Oklahoma,Roger Mills County,22.558000000000003,58.214,2557
2196,Oklahoma,Rogers County,22.904,56.577,58222
2197,Oklahoma,Seminole County,18.359,59.816,16709
2198,Oklahoma,Sequoyah County,18.846,61.166000000000004,28050
2199,Oklahoma,Stephens County,19.808,59.281000000000006,30518
2200,Oklahoma,Texas County,18.442999999999998,60.483999999999995,12999
2201,Oklahoma,Tillman County,15.272,63.442,5225
2202,Oklahoma,Tulsa County,17.852999999999998,66.14399999999999,400314
2203,Oklahoma,Wagoner County,19.47,60.812,49557
2204,Oklahoma,Washington County,19.469,60.477,35071
2205,Oklahoma,Washita County,22.5,56.856,7738
2206,Oklahoma,Woods County,21.748,59.81399999999999,5670
2207,Oklahoma,Woodward County,24.261999999999997,54.953,13607
2208,Oregon,Baker County,17.561,63.799,11822
2209,Oregon,Benton County,8.963,78.67399999999999,51458
2210,Oregon,Clackamas County,14.093,70.626,266098
2211,Oregon,Clatsop County,11.856,71.822,26677
2212,Oregon,Columbia County,13.882,68.308,34374
2213,Oregon,Coos County,13.663,67.087,46215
2214,Oregon,Crook County,17.838,62.059,15348
2215,Oregon,Curry County,14.832,67.137,17579
2216,Oregon,Deschutes County,13.468,70.248,115139
2217,Oregon,Douglas County,15.968,64.615,78001
2218,Oregon,Gilliam County,16.178,64.687,1429
2219,Oregon,Grant County,18.058,63.558,5527
2220,Oregon,Harney County,19.025,61.69,5211
2221,Oregon,Hood River County,8.951,76.6,15081
2222,Oregon,Jackson County,14.717,65.563,145232
2223,Oregon,Jefferson County,14.206,66.722,14531
2224,Oregon,Josephine County,16.326,66.758,60466
2225,Oregon,Klamath County,17.99,62.558,45596
2226,Oregon,Lake County,18.469,62.222,5907
2227,Oregon,Lane County,9.948,76.661,239397
2228,Oregon,Lincoln County,10.550999999999998,74.4,35117
2229,Oregon,Linn County,15.614,66.694,80413
2230,Oregon,Malheur County,15.795,64.877,20023
2231,Oregon,Marion County,12.554,69.86399999999999,206410
2232,Oregon,Morrow County,18.81,56.681000000000004,7102
2233,Oregon,Multnomah County,8.089,80.612,536908
2234,Oregon,Polk County,12.985999999999999,70.194,48387
2235,Oregon,Sherman County,16.313,65.89399999999999,1310
2236,Oregon,Tillamook County,12.860999999999999,69.758,18819
2237,Oregon,Umatilla County,16.617,63.033,49438
2238,Oregon,Union County,15.492,68.086,17067
2239,Oregon,Wallowa County,16.084,65.571,5259
2240,Oregon,Wasco County,12.877,69.874,17612
2241,Oregon,Washington County,10.65,75.783,365774
2242,Oregon,Wheeler County,15.568,65.667,1078
2243,Oregon,Yamhill County,13.206,68.594,65571
2244,Pennsylvania,Adams County,19.442999999999998,61.695,69921
2245,Pennsylvania,Allegheny County,11.13,71.822,871951
2246,Pennsylvania,Armstrong County,20.049,57.36,49791
2247,Pennsylvania,Beaver County,16.146,62.702,122580
2248,Pennsylvania,Bedford County,22.603,55.631,35370
2249,Pennsylvania,Berks County,14.048,66.755,275438
2250,Pennsylvania,Blair County,18.845,61.324,88648
2251,Pennsylvania,Bradford County,16.868,62.656000000000006,43914
2252,Pennsylvania,Bucks County,15.149000000000001,65.949,439152
2253,Pennsylvania,Butler County,20.32,61.131,128305
2254,Pennsylvania,Cambria County,17.177,62.705,100239
2255,Pennsylvania,Cameron County,16.875999999999998,63.272,3731
2256,Pennsylvania,Carbon County,15.255,66.19800000000001,47302
2257,Pennsylvania,Centre County,12.481,70.612,88514
2258,Pennsylvania,Chester County,11.831,72.915,338850
2259,Pennsylvania,Clarion County,18.296,62.251999999999995,25826
2260,Pennsylvania,Clearfield County,18.276,60.291000000000004,59268
2261,Pennsylvania,Clinton County,15.897,64.723,25099
2262,Pennsylvania,Columbia County,15.741,65.43,43801
2263,Pennsylvania,Crawford County,16.686,65.357,60100
2264,Pennsylvania,Cumberland County,15.857000000000001,67.494,165519
2265,Pennsylvania,Dauphin County,10.835999999999999,72.65,185654
2266,Pennsylvania,Delaware County,8.974,75.803,374231
2267,Pennsylvania,Elk County,16.464000000000002,63.27,23203
2268,Pennsylvania,Erie County,11.716,71.126,186224
2269,Pennsylvania,Fayette County,16.274,62.418,98003
2270,Pennsylvania,Forest County,14.918,62.398,6165
2271,Pennsylvania,Franklin County,17.707,62.396,103988
2272,Pennsylvania,Fulton County,20.422,58.068999999999996,10413
2273,Pennsylvania,Greene County,18.14,57.81,27053
2274,Pennsylvania,Huntingdon County,17.055999999999997,62.412,32658
2275,Pennsylvania,Indiana County,18.526,60.316,56409
2276,Pennsylvania,Jefferson County,21.26,55.973,31649
2277,Pennsylvania,Juniata County,17.824,61.528999999999996,17195
2278,Pennsylvania,Lackawanna County,11.244000000000002,72.722,149598
2279,Pennsylvania,Lancaster County,16.217,62.618,347425
2280,Pennsylvania,Lawrence County,15.962,63.38399999999999,63720
2281,Pennsylvania,Lebanon County,16.686,64.145,92605
2282,Pennsylvania,Lehigh County,12.404000000000002,73.06,240787
2283,Pennsylvania,Luzerne County,13.56,68.506,226780
2284,Pennsylvania,Lycoming County,17.712,64.953,80224
2285,Pennsylvania,McKean County,17.472,62.925,30264
2286,Pennsylvania,Mercer County,14.2,67.096,80261
2287,Pennsylvania,Mifflin County,18.727999999999998,61.407,32633
2288,Pennsylvania,Monroe County,10.927999999999999,72.94,112394
2289,Pennsylvania,Montgomery County,10.613,74.528,564218
2290,Pennsylvania,Montour County,18.329,59.945,13320
2291,Pennsylvania,Northampton County,13.610999999999999,68.373,205714
2292,Pennsylvania,Northumberland County,18.137999999999998,61.522,68179
2293,Pennsylvania,Perry County,18.87,59.635,31824
2294,Pennsylvania,Philadelphia County,4.928,78.14399999999999,1009812
2295,Pennsylvania,Pike County,15.032,66.378,40343
2296,Pennsylvania,Potter County,19.085,61.231,12363
2297,Pennsylvania,Schuylkill County,16.375999999999998,62.163000000000004,107318
2298,Pennsylvania,Snyder County,18.119,62.101000000000006,26323
2299,Pennsylvania,Somerset County,19.783,58.513999999999996,56768
2300,Pennsylvania,Sullivan County,16.38,64.226,4938
2301,Pennsylvania,Susquehanna County,17.404,62.553000000000004,30866
2302,Pennsylvania,Tioga County,17.748,63.167,29183
2303,Pennsylvania,Union County,14.649000000000001,65.734,30555
2304,Pennsylvania,Venango County,17.492,62.718,38947
2305,Pennsylvania,Warren County,15.927,65.834,29998
2306,Pennsylvania,Washington County,15.925,63.063,147634
2307,Pennsylvania,Wayne County,17.124000000000002,63.655,38696
2308,Pennsylvania,Westmoreland County,17.855999999999998,66.40899999999999,264360
2309,Pennsylvania,Wyoming County,15.722999999999999,65.745,19721
2310,Pennsylvania,York County,16.324,64.438,300951
2311,Rhode Island,Bristol County,12.458,71.347,33911
2312,Rhode Island,Kent County,14.115,69.317,119622
2313,Rhode Island,Newport County,11.2,72.729,59074
2314,Rhode Island,Providence County,8.976,74.40100000000001,419025
2315,Rhode Island,Washington County,12.645,72.132,84541
2316,South Carolina,Abbeville County,13.405999999999999,64.12100000000001,17056
2317,South Carolina,Aiken County,15.700999999999999,62.356,111815
2318,South Carolina,Allendale County,5.51,73.361,6948
2319,South Carolina,Anderson County,17.122,61.786,128851
2320,South Carolina,Bamberg County,7.236000000000001,70.308,10014
2321,South Carolina,Barnwell County,11.074000000000002,65.372,14482
2322,South Carolina,Beaufort County,12.864,69.926,117294
2323,South Carolina,Berkeley County,14.526,63.99,122245
2324,South Carolina,Calhoun County,11.009,65.32,10716
2325,South Carolina,Charleston County,11.047,71.101,250419
2326,South Carolina,Cherokee County,16.208,61.568000000000005,36622
2327,South Carolina,Chester County,9.958,68.509,22227
2328,South Carolina,Chesterfield County,12.120999999999999,64.834,31264
2329,South Carolina,Clarendon County,8.721,69.23899999999999,23560
2330,South Carolina,Colleton County,11.175,65.69800000000001,25919
2331,South Carolina,Darlington County,11.16,66.566,45854
2332,South Carolina,Dillon County,8.136000000000001,69.859,20409
2333,South Carolina,Dorchester County,14.132,67.08800000000001,92797
2334,South Carolina,Edgefield County,11.748,65.789,18937
2335,South Carolina,Fairfield County,7.528,71.333,16630
2336,South Carolina,Florence County,10.818,66.314,91046
2337,South Carolina,Georgetown County,12.731,65.738,43598
2338,South Carolina,Greenville County,15.549000000000001,64.642,311759
2339,South Carolina,Greenwood County,13.368,65.577,46033
2340,South Carolina,Hampton County,7.167000000000001,72.325,14022
2341,South Carolina,Horry County,16.146,63.562,201699
2342,South Carolina,Jasper County,8.389,69.89699999999999,17428
2343,South Carolina,Kershaw County,13.627,64.282,42484
2344,South Carolina,Lancaster County,14.745,65.092,55321
2345,South Carolina,Laurens County,13.354000000000001,63.428000000000004,44598
2346,South Carolina,Lee County,6.516,72.219,12640
2347,South Carolina,Lexington County,16.519000000000002,65.742,182439
2348,South Carolina,McCormick County,8.494,70.52,8024
2349,South Carolina,Marion County,7.733,70.64,21868
2350,South Carolina,Marlboro County,9.82,65.33,19916
2351,South Carolina,Newberry County,13.597000000000001,62.745,25389
2352,South Carolina,Oconee County,18.75,61.236999999999995,53052
2353,South Carolina,Orangeburg County,6.917999999999999,72.304,59605
2354,South Carolina,Pickens County,19.9,61.644,73612
2355,South Carolina,Richland County,7.5329999999999995,75.97800000000001,243442
2356,South Carolina,Saluda County,12.485,65.02,13745
2357,South Carolina,Spartanburg County,14.584000000000001,65.979,190841
2358,South Carolina,Sumter County,9.022,70.607,68989
2359,South Carolina,Union County,12.469000000000001,65.314,19745
2360,South Carolina,Williamsburg County,5.99,73.554,23079
2361,South Carolina,York County,14.247,65.449,154774
2362,South Dakota,Aurora County,14.185,67.105,1873
2363,South Dakota,Beadle County,15.349,65.98,12096
2364,South Dakota,Bennett County,10.887,71.7,1888
2365,South Dakota,Bon Homme County,13.9,67.829,5133
2366,South Dakota,Brookings County,13.719000000000001,69.618,16954
2367,South Dakota,Brown County,15.984000000000002,64.82600000000001,24788
2368,South Dakota,Brule County,15.5,66.206,3602
2369,South Dakota,Buffalo County,8.779,75.735,1031
2370,South Dakota,Butte County,18.410999999999998,63.386,6944
2371,South Dakota,Campbell County,18.517,61.562,1057
2372,South Dakota,Charles Mix County,14.999,66.658,5760
2373,South Dakota,Clark County,13.789000000000001,67.733,2521
2374,South Dakota,Clay County,10.806,75.271,7049
2375,South Dakota,Codington County,17.054000000000002,63.523,18308
2376,South Dakota,Corson County,9.823,73.229,2309
2377,South Dakota,Custer County,16.572,67.048,6453
2378,South Dakota,Davison County,16.449,65.664,12960
2379,South Dakota,Day County,12.880999999999998,68.436,4055
2380,South Dakota,Deuel County,14.975999999999999,65.673,3050
2381,South Dakota,Dewey County,8.847999999999999,75.183,3026
2382,South Dakota,Douglas County,19.791,59.956,2122
2383,South Dakota,Edmunds County,16.402,66.194,2870
2384,South Dakota,Fall River County,16.97,64.935,5380
2385,South Dakota,Faulk County,15.492,66.37,1579
2386,South Dakota,Grant County,16.576,61.365,5090
2387,South Dakota,Gregory County,16.423,64.692,3050
2388,South Dakota,Haakon County,19.465999999999998,61.187,1499
2389,South Dakota,Hamlin County,16.061,65.229,3675
2390,South Dakota,Hand County,16.66,66.365,2445
2391,South Dakota,Hanson County,17.331,63.352,2070
2392,South Dakota,Harding County,20.024,61.773999999999994,837
2393,South Dakota,Hughes County,17.386,63.91,12077
2394,South Dakota,Hutchinson County,16.772000000000002,64.425,5131
2395,South Dakota,Hyde County,17.007,63.295,1027
2396,South Dakota,Jackson County,13.31,69.193,1825
2397,South Dakota,Jerauld County,12.213,71.705,1480
2398,South Dakota,Jones County,21.605999999999998,58.455,648
2399,South Dakota,Kingsbury County,15.364,66.046,3697
2400,South Dakota,Lake County,14.696,67.209,7869
2401,South Dakota,Lawrence County,16.271,66.26899999999999,16597
2402,South Dakota,Lincoln County,19.064,63.601000000000006,30988
2403,South Dakota,Lyman County,15.66,65.092,2397
2404,South Dakota,McCook County,12.061,70.03399999999999,3818
2405,South Dakota,McPherson County,13.981,67.289,1792
2406,South Dakota,Marshall County,18.469,62.623000000000005,3162
2407,South Dakota,Meade County,19.364,60.732,16854
2408,South Dakota,Mellette County,10.931,71.828,1213
2409,South Dakota,Miner County,14.793,66.362,1631
2410,South Dakota,Minnehaha County,14.148,68.171,114738
2411,South Dakota,Moody County,13.328,69.244,4253
2412,South Dakota,Pennington County,19.255,62.106,69564
2413,South Dakota,Perkins County,17.974,63.315,2242
2414,South Dakota,Potter County,20.01,59.831,1753
2415,South Dakota,Roberts County,13.761,65.393,6552
2416,South Dakota,Sanborn County,16.229,64.331,1699
2417,South Dakota,Oglala Lakota County,7.272,78.455,6968
2418,South Dakota,Spink County,14.492,67.209,4497
2419,South Dakota,Stanley County,17.817999999999998,64.25399999999999,2027
2420,South Dakota,Sully County,18.532,62.446000000000005,1006
2421,South Dakota,Todd County,7.485,77.167,4789
2422,South Dakota,Tripp County,15.964,64.773,3933
2423,South Dakota,Turner County,16.976,63.391999999999996,5837
2424,South Dakota,Union County,17.85,62.806999999999995,9922
2425,South Dakota,Walworth County,18.076,62.347,3954
2426,South Dakota,Yankton County,16.498,63.821999999999996,15734
2427,South Dakota,Ziebach County,9.128,75.417,1483
2428,Tennessee,Anderson County,18.959,61.24100000000001,53184
2429,Tennessee,Bedford County,17.991,61.236000000000004,29668
2430,Tennessee,Benton County,17.730999999999998,59.356,11990
2431,Tennessee,Bledsoe County,17.801,62.966,9527
2432,Tennessee,Blount County,19.687,59.497,87350
2433,Tennessee,Bradley County,20.824,57.726000000000006,67580
2434,Tennessee,Campbell County,19.428,58.165,28605
2435,Tennessee,Cannon County,18.223,59.343999999999994,9706
2436,Tennessee,Carroll County,17.765,60.51,19542
2437,Tennessee,Carter County,20.589000000000002,59.505,40837
2438,Tennessee,Cheatham County,19.299,59.388999999999996,26667
2439,Tennessee,Chester County,19.199,59.898999999999994,10858
2440,Tennessee,Claiborne County,20.75,57.082,22381
2441,Tennessee,Clay County,17.488,62.18899999999999,5616
2442,Tennessee,Cocke County,20.237000000000002,57.424,25313
2443,Tennessee,Coffee County,19.32,59.661,36017
2444,Tennessee,Crockett County,18.054000000000002,59.336999999999996,9896
2445,Tennessee,Cumberland County,20.991,57.776,42751
2446,Tennessee,Davidson County,9.449,69.65100000000001,436824
2447,Tennessee,Decatur County,19.53,58.618,8431
2448,Tennessee,DeKalb County,17.935,61.025,13210
2449,Tennessee,Dickson County,17.16,62.156000000000006,33772
2450,Tennessee,Dyer County,20.518,57.758,25606
2451,Tennessee,Fayette County,16.424,62.361000000000004,27540
2452,Tennessee,Fentress County,22.454,54.66,12606
2453,Tennessee,Franklin County,17.555,61.635,27797
2454,Tennessee,Gibson County,17.732,58.417,33636
2455,Tennessee,Giles County,17.387999999999998,61.321999999999996,20196
2456,Tennessee,Grainger County,20.871,57.299,16144
2457,Tennessee,Greene County,19.621,60.239,48901
2458,Tennessee,Grundy County,15.917,61.956,9477
2459,Tennessee,Hamblen County,19.115,60.868,43303
2460,Tennessee,Hamilton County,12.866,71.54899999999999,236987
2461,Tennessee,Hancock County,21.479,55.521,4805
2462,Tennessee,Hardeman County,10.899000000000001,65.914,18649
2463,Tennessee,Hardin County,20.366,59.71,18439
2464,Tennessee,Hawkins County,21.943,54.854,40274
2465,Tennessee,Haywood County,9.155,67.34100000000001,12367
2466,Tennessee,Henderson County,20.489,57.897,19015
2467,Tennessee,Henry County,17.112000000000002,61.146,23119
2468,Tennessee,Hickman County,15.989,63.33,16868
2469,Tennessee,Houston County,17.719,57.604,5796
2470,Tennessee,Humphreys County,17.392,58.728,12806
2471,Tennessee,Jackson County,17.424,61.361999999999995,8377
2472,Tennessee,Jefferson County,19.266,61.773,36063
2473,Tennessee,Johnson County,19.555,59.019,13588
2474,Tennessee,Knox County,17.712,63.256,292296
2475,Tennessee,Lake County,14.520999999999999,62.688,5710
2476,Tennessee,Lauderdale County,13.087,62.797,18485
2477,Tennessee,Lawrence County,20.367,57.838,28245
2478,Tennessee,Lewis County,16.912,64.525,8439
2479,Tennessee,Lincoln County,21.188000000000002,58.16,23192
2480,Tennessee,Loudon County,20.824,60.824,36386
2481,Tennessee,McMinn County,19.419,60.978,36400
2482,Tennessee,McNairy County,15.464,63.418,18238
2483,Tennessee,Macon County,16.671,61.996,15126
2484,Tennessee,Madison County,14.263,63.963,64201
2485,Tennessee,Marion County,16.877,62.13,19989
2486,Tennessee,Marshall County,20.064,58.001999999999995,21035
2487,Tennessee,Maury County,17.985,61.403999999999996,56220
2488,Tennessee,Meigs County,19.935,58.265,8374
2489,Tennessee,Monroe County,19.913,58.748000000000005,31462
2490,Tennessee,Montgomery County,13.702,67.104,109872
2491,Tennessee,Moore County,21.335,56.926,4539
2492,Tennessee,Morgan County,19.805999999999997,58.169,15503
2493,Tennessee,Obion County,19.863,58.101000000000006,21774
2494,Tennessee,Overton County,18.301,60.887,15239
2495,Tennessee,Perry County,15.617,64.173,5519
2496,Tennessee,Pickett County,21.543000000000003,55.698,3847
2497,Tennessee,Polk County,18.833,60.79600000000001,11907
2498,Tennessee,Putnam County,20.252,60.347,46499
2499,Tennessee,Rhea County,19.855,58.845,21724
2500,Tennessee,Roane County,20.284000000000002,58.668,38818
2501,Tennessee,Robertson County,17.845,62.973,44631
2502,Tennessee,Rutherford County,17.402,63.46,169510
2503,Tennessee,Scott County,21.683000000000003,56.138999999999996,14807
2504,Tennessee,Sequatchie County,19.02,60.303999999999995,10069
2505,Tennessee,Sevier County,18.894000000000002,62.233000000000004,64684
2506,Tennessee,Shelby County,9.068999999999999,70.402,597310
2507,Tennessee,Smith County,18.477,60.309,13044
2508,Tennessee,Stewart County,19.143,56.208,9347
2509,Tennessee,Sullivan County,21.142,58.461000000000006,112874
2510,Tennessee,Sumner County,18.651,62.138000000000005,112258
2511,Tennessee,Tipton County,18.246,59.11,39671
2512,Tennessee,Trousdale County,15.097999999999999,63.873000000000005,5313
2513,Tennessee,Unicoi County,18.722,58.976000000000006,13327
2514,Tennessee,Union County,20.746,56.696000000000005,13162
2515,Tennessee,Van Buren County,17.476,60.691,4033
2516,Tennessee,Warren County,16.604,62.86600000000001,27313
2517,Tennessee,Washington County,20.9,59.268,84884
2518,Tennessee,Wayne County,20.84,57.028,12252
2519,Tennessee,Weakley County,19.712,59.713,21828
2520,Tennessee,White County,19.409000000000002,58.809,18162
2521,Tennessee,Williamson County,19.925,63.3,125642
2522,Tennessee,Wilson County,19.926,60.955,81083
2523,Texas,Anderson County,18.145,59.928000000000004,41655
2524,Texas,Andrews County,17.976,61.074,9816
2525,Texas,Angelina County,16.410999999999998,62.556999999999995,56246
2526,Texas,Aransas County,18.534000000000002,61.917,17569
2527,Texas,Archer County,25.579,54.402,6132
2528,Texas,Armstrong County,23.294,57.131,1365
2529,Texas,Atascosa County,12.834000000000001,66.212,29126
2530,Texas,Austin County,18.974,59.299,19153
2531,Texas,Bailey County,17.487000000000002,58.218999999999994,4258
2532,Texas,Bandera County,21.426,61.223,15774
2533,Texas,Bastrop County,13.594000000000001,67.146,50371
2534,Texas,Baylor County,24.875,54.979,2693
2535,Texas,Bee County,11.479000000000001,67.569,22035
2536,Texas,Bell County,13.09,68.37100000000001,191151
2537,Texas,Bexar County,10.03,76.087,1117679
2538,Texas,Blanco County,17.733,65.358,7888
2539,Texas,Borden County,24.831999999999997,55.974,456
2540,Texas,Bosque County,20.698,57.79,12786
2541,Texas,Bowie County,17.331,61.019,62405
2542,Texas,Brazoria County,15.534,66.291,209440
2543,Texas,Brazos County,14.048,68.311,100708
2544,Texas,Brewster County,11.12,73.07600000000001,6474
2545,Texas,Briscoe County,20.424,59.23,1106
2546,Texas,Brooks County,7.047000000000001,74.858,4591
2547,Texas,Brown County,22.95,56.419,25422
2548,Texas,Burleson County,18.027,59.489,11892
2549,Texas,Burnet County,20.117,60.731,30746
2550,Texas,Caldwell County,11.620999999999999,71.572,24532
2551,Texas,Calhoun County,14.674000000000001,64.847,14324
2552,Texas,Callahan County,22.18,56.76,9509
2553,Texas,Cameron County,7.471,75.932,237952
2554,Texas,Camp County,18.628,54.041000000000004,8137
2555,Texas,Carson County,27.614,52.378,4136
2556,Texas,Cass County,20.149,57.861999999999995,21295
2557,Texas,Castro County,13.918,65.236,4778
2558,Texas,Chambers County,21.28,57.349,23262
2559,Texas,Cherokee County,17.699,61.968,33005
2560,Texas,Childress County,19.948,61.455,4667
2561,Texas,Clay County,24.388,55.238,7514
2562,Texas,Cochran County,14.589,64.48899999999999,1857
2563,Texas,Coke County,23.398000000000003,57.123000000000005,2425
2564,Texas,Coleman County,23.570999999999998,55.408,6109
2565,Texas,Collin County,15.969000000000001,68.756,539347
2566,Texas,Collingsworth County,19.491,60.001999999999995,2053
2567,Texas,Colorado County,18.067,59.663000000000004,14215
2568,Texas,Comal County,19.219,62.538000000000004,80267
2569,Texas,Comanche County,20.629,60.192,9402
2570,Texas,Concho County,16.878,63.794,3244
2571,Texas,Cooke County,21.05,59.619,25629
2572,Texas,Coryell County,13.932,67.445,46248
2573,Texas,Cottle County,15.295,62.928999999999995,1188
2574,Texas,Crane County,16.21,63.652,2830
2575,Texas,Crockett County,14.299000000000001,64.483,2601
2576,Texas,Crosby County,13.827,65.801,3825
2577,Texas,Culberson County,6.984,75.454,1528
2578,Texas,Dallam County,18.115,61.05,4044
2579,Texas,Dallas County,8.033999999999999,75.584,1541324
2580,Texas,Dawson County,15.712,62.673,8811
2581,Texas,Deaf Smith County,13.562999999999999,65.568,11182
2582,Texas,Delta County,19.721,58.521,3621
2583,Texas,Denton County,15.45,67.635,448049
2584,Texas,DeWitt County,18.417,59.22,14338
2585,Texas,Dickens County,18.602,61.27,1697
2586,Texas,Dimmit County,7.107,74.91199999999999,6429
2587,Texas,Donley County,20.187,59.053000000000004,2454
2588,Texas,Duval County,6.492000000000001,77.482,7447
2589,Texas,Eastland County,22.851,55.03,12418
2590,Texas,Ector County,15.415,65.766,86219
2591,Texas,Edwards County,13.901,66.767,1460
2592,Texas,Ellis County,10.052,72.859,97120
2593,Texas,El Paso County,11.456,71.14699999999999,488505
2594,Texas,Erath County,22.899,58.356,22411
2595,Texas,Falls County,12.767000000000001,64.093,11975
2596,Texas,Fannin County,19.708,59.333,23574
2597,Texas,Fayette County,22.824,51.456,17706
2598,Texas,Fisher County,16.667,62.841,2680
2599,Texas,Floyd County,17.019000000000002,61.733000000000004,4042
2600,Texas,Foard County,20.783,58.006,893
2601,Texas,Fort Bend County,12.642000000000001,70.816,399073
2602,Texas,Franklin County,21.605999999999998,57.485,7293
2603,Texas,Freestone County,21.316999999999997,51.556999999999995,13643
2604,Texas,Frio County,8.562000000000001,73.373,11004
2605,Texas,Gaines County,18.918,59.773999999999994,10376
2606,Texas,Galveston County,15.417,66.157,199761
2607,Texas,Garza County,17.454,60.11600000000001,4861
2608,Texas,Gillespie County,19.417,62.49,18501
2609,Texas,Glasscock County,22.799,56.902,828
2610,Texas,Goliad County,17.567999999999998,57.93600000000001,5309
2611,Texas,Gonzales County,14.197000000000001,64.725,12886
2612,Texas,Gray County,22.813000000000002,56.358000000000004,15210
2613,Texas,Grayson County,19.997,60.82899999999999,81569
2614,Texas,Gregg County,17.133,61.668,78533
2615,Texas,Grimes County,18.265,56.657,18513
2616,Texas,Guadalupe County,16.406,63.881,89753
2617,Texas,Hale County,15.675999999999998,63.151,21539
2618,Texas,Hall County,18.144000000000002,59.763000000000005,2256
2619,Texas,Hamilton County,22.866,56.184,5980
2620,Texas,Hansford County,22.305,56.63,3460
2621,Texas,Hardeman County,17.493,61.876999999999995,2864
2622,Texas,Hardin County,23.799,56.191,36774
2623,Texas,Harris County,10.092,70.96300000000001,2667930
2624,Texas,Harrison County,16.968,59.963,43262
2625,Texas,Hartley County,22.552,56.086000000000006,4596
2626,Texas,Haskell County,19.873,58.321000000000005,4300
2627,Texas,Hays County,12.068,73.007,98870
2628,Texas,Hemphill County,20.615,59.253,2525
2629,Texas,Henderson County,18.034000000000002,62.677,54833
2630,Texas,Hidalgo County,7.1579999999999995,76.726,443101
2631,Texas,Hill County,19.430999999999997,60.611999999999995,23739
2632,Texas,Hockley County,17.326,62.736999999999995,14054
2633,Texas,Hood County,22.113000000000003,59.971000000000004,37781
2634,Texas,Hopkins County,19.546,59.54,23578
2635,Texas,Houston County,15.433,62.218999999999994,16883
2636,Texas,Howard County,17.349,61.638999999999996,24068
2637,Texas,Hudspeth County,9.711,70.082,2180
2638,Texas,Hunt County,18.54,60.173,57178
2639,Texas,Hutchinson County,22.853,55.498999999999995,14501
2640,Texas,Irion County,21.175,57.957,1107
2641,Texas,Jack County,25.3,52.191,6155
2642,Texas,Jackson County,19.226,58.861000000000004,9563
2643,Texas,Jasper County,17.315,61.68600000000001,24122
2644,Texas,Jeff Davis County,12.040999999999999,71.268,1760
2645,Texas,Jefferson County,10.615,69.414,166036
2646,Texas,Jim Hogg County,6.526,76.889,3361
2647,Texas,Jim Wells County,9.172,71.637,25547
2648,Texas,Johnson County,19.758,60.406000000000006,99310
2649,Texas,Jones County,17.456,60.324,14566
2650,Texas,Karnes County,14.390999999999998,64.041,10303
2651,Texas,Kaufman County,17.465999999999998,63.111000000000004,68342
2652,Texas,Kendall County,19.645,63.981,24823
2653,Texas,Kenedy County,12.929,64.779,345
2654,Texas,Kent County,20.840999999999998,59.022,605
2655,Texas,Kerr County,20.041,60.566,35842
2656,Texas,Kimble County,20.991999999999997,59.345,3477
2657,Texas,King County,25.408,53.641999999999996,241
2658,Texas,Kinney County,13.204,66.727,2556
2659,Texas,Kleberg County,8.7,74.006,17912
2660,Texas,Knox County,18.669,59.92100000000001,2599
2661,Texas,Lamar County,19.671,58.23,33078
2662,Texas,Lamb County,18.078,56.216,8677
2663,Texas,Lampasas County,18.491,62.583,13621
2664,Texas,La Salle County,8.774,72.028,4414
2665,Texas,Lavaca County,20.046,58.577,13665
2666,Texas,Lee County,17.657,60.105,11109
2667,Texas,Leon County,22.84,55.537,11819
2668,Texas,Liberty County,18.444000000000003,58.455,50170
2669,Texas,Limestone County,16.961,58.641000000000005,16006
