,state,county,happeningOppose,happening,TotalPop
0,Alabama,Autauga County,19.201,58.996,36233
1,Alabama,Baldwin County,20.735,59.902,133267
2,Alabama,Barbour County,10.061,67.735,18836
3,Alabama,Bibb County,18.032,58.42100000000001,15683
4,Alabama,Blount County,23.721,55.893,39052
5,Alabama,Bullock County,5.468,73.726,7283
6,Alabama,Butler County,11.738,64.727,14041
7,Alabama,Calhoun County,16.96,61.761,78667
8,Alabama,Chambers County,11.759,65.726,23825
9,Alabama,Cherokee County,22.013,56.144,18813
10,Alabama,Chilton County,21.264,56.781000000000006,29393
11,Alabama,Choctaw County,10.915,66.624,9578
12,Alabama,Clarke County,11.856,63.089,17220
13,Alabama,Clay County,18.111,59.644,9620
14,Alabama,Cleburne County,20.901999999999997,58.923,10308
15,Alabama,Coffee County,19.387,59.516000000000005,34363
16,Alabama,Colbert County,16.539,61.943999999999996,38009
17,Alabama,Conecuh County,11.815,64.64,8930
18,Alabama,Coosa County,13.66,62.343,8218
19,Alabama,Covington County,19.801,59.868,26478
20,Alabama,Crenshaw County,15.767000000000001,60.898999999999994,9527
21,Alabama,Cullman County,24.779,53.261,55380
22,Alabama,Dale County,17.677,62.005,33129
23,Alabama,Dallas County,5.68,74.27199999999999,27699
24,Alabama,DeKalb County,20.765,59.108000000000004,47081
25,Alabama,Elmore County,19.498,58.583999999999996,53964
26,Alabama,Escambia County,14.681,61.129,25894
27,Alabama,Etowah County,18.354,58.888000000000005,71636
28,Alabama,Fayette County,19.915,57.162,11939
29,Alabama,Franklin County,17.566,60.693999999999996,21175
30,Alabama,Geneva County,21.094,56.745,18733
31,Alabama,Greene County,4.8919999999999995,72.609,5888
32,Alabama,Hale County,8.529,67.678,10365
33,Alabama,Henry County,15.520999999999999,61.294,12307
34,Alabama,Houston County,17.555,60.475,69723
35,Alabama,Jackson County,21.13,55.32,37170
36,Alabama,Jefferson County,10.555,66.66199999999999,443123
37,Alabama,Lamar County,19.88,56.85,10112
38,Alabama,Lauderdale County,18.244,61.928000000000004,62760
39,Alabama,Lawrence County,17.727,58.78,23411
40,Alabama,Lee County,13.789000000000001,66.38600000000001,85595
41,Alabama,Limestone County,20.361,56.355,59598
42,Alabama,Lowndes County,5.662000000000001,71.407,7287
43,Alabama,Macon County,4.477,75.10600000000001,12609
44,Alabama,Madison County,14.554,66.062,229780
45,Alabama,Marengo County,9.55,67.773,13975
46,Alabama,Marion County,21.225,57.321000000000005,21713
47,Alabama,Marshall County,20.928,58.906000000000006,62506
48,Alabama,Mobile County,13.285,63.821999999999996,271571
49,Alabama,Monroe County,12.182,63.661,15093
50,Alabama,Montgomery County,8.172,71.876,147168
51,Alabama,Morgan County,19.262,60.196000000000005,81509
52,Alabama,Perry County,5.865,71.703,6252
53,Alabama,Pickens County,11.59,64.586,13562
54,Alabama,Pike County,12.702,64.736,19278
55,Alabama,Randolph County,15.922,62.006,15525
56,Alabama,Russell County,9.783999999999999,68.774,37235
57,Alabama,St. Clair County,22.58,57.351000000000006,58701
58,Alabama,Shelby County,20.482,60.021,135055
59,Alabama,Sumter County,5.537999999999999,72.02199999999999,8268
60,Alabama,Talladega County,13.294,63.678000000000004,55951
61,Alabama,Tallapoosa County,14.562000000000001,64.792,29005
62,Alabama,Tuscaloosa County,14.632,64.318,119835
63,Alabama,Walker County,23.022,53.155,45901
64,Alabama,Washington County,17.712,55.354,11490
65,Alabama,Wilcox County,5.942,71.508,7474
66,Alabama,Winston County,24.114,54.121,17319
67,Alaska,Aleutians East Borough,11.355,70.926,2544
68,Alaska,Aleutians West Census Area,12.306,70.282,4084
69,Alaska,Anchorage Municipality,13.934000000000001,70.817,188115
70,Alaska,Bethel Census Area,11.88,71.107,9253
71,Alaska,Bristol Bay Borough,14.497,67.688,668
72,Alaska,Denali Borough,14.917,65.821,1412
73,Alaska,Dillingham Census Area,12.265999999999998,70.248,2755
74,Alaska,Fairbanks North Star Borough,16.275,66.419,60377
75,Alaska,Haines Borough,13.59,69.814,1876
76,Alaska,Hoonah-Angoon Census Area,12.880999999999998,71.456,1611
77,Alaska,Juneau City and Borough,13.409,71.215,21948
78,Alaska,Kenai Peninsula Borough,15.18,66.869,38636
79,Alaska,Ketchikan Gateway Borough,13.045,70.601,9258
80,Alaska,Kodiak Island Borough,12.993,71.553,8480
81,Alaska,Lake and Peninsula Borough,12.168,71.148,832
82,Alaska,Matanuska-Susitna Borough,15.45,66.205,59136
83,Alaska,Nome Census Area,12.334000000000001,69.857,5349
84,Alaska,North Slope Borough,13.880999999999998,68.317,6247
85,Alaska,Northwest Arctic Borough,11.76,72.358,3981
86,Alaska,Petersburg Borough,13.161,70.07,2268
87,Alaska,Prince of Wales-Hyder Census Area,12.98,69.757,4285
88,Alaska,Sitka City and Borough,12.682,72.71,6169
89,Alaska,Skagway Municipality,13.380999999999998,70.928,731
90,Alaska,Southeast Fairbanks Census Area,14.272,67.807,4469
91,Alaska,Valdez-Cordova Census Area,14.312999999999999,68.171,6472
92,Alaska,Wade Hampton Census Area,11.870999999999999,69.615,3529
93,Alaska,Wrangell City and Borough,13.282,68.89699999999999,1881
94,Alaska,Yakutat City and Borough,12.935,69.658,429
95,Alaska,Yukon-Koyukuk Census Area,12.472000000000001,70.018,3524
96,Arizona,Apache County,10.505,68.804,42767
97,Arizona,Cochise County,15.22,66.286,88904
98,Arizona,Coconino County,10.873,72.308,79300
99,Arizona,Gila County,15.29,65.759,38319
100,Arizona,Graham County,15.419,65.758,22527
101,Arizona,Greenlee County,12.684000000000001,68.554,5574
102,Arizona,La Paz County,15.286,65.154,15618
103,Arizona,Maricopa County,12.974,69.126,2550592
104,Arizona,Mohave County,18.272000000000002,61.315,148797
105,Arizona,Navajo County,13.15,67.828,66359
106,Arizona,Pima County,10.338,75.194,654497
107,Arizona,Pinal County,14.87,68.998,258629
108,Arizona,Santa Cruz County,7.386,76.678,29027
109,Arizona,Yavapai County,17.312,65.263,160107
110,Arizona,Yuma County,12.216,67.929,123759
111,Arkansas,Arkansas County,14.577,63.016000000000005,13048
112,Arkansas,Ashley County,15.179,61.908,14635
113,Arkansas,Baxter County,19.465999999999998,61.165,31340
114,Arkansas,Benton County,18.68,63.232,149968
115,Arkansas,Boone County,21.069000000000003,58.131,25810
116,Arkansas,Bradley County,12.009,67.758,7709
117,Arkansas,Calhoun County,16.809,58.658,3770
118,Arkansas,Carroll County,15.739,64.926,19502
119,Arkansas,Chicot County,7.652,71.70100000000001,7886
120,Arkansas,Clark County,12.024000000000001,67.658,13292
121,Arkansas,Clay County,17.085,61.292,11044
122,Arkansas,Cleburne County,20.954,58.691,18878
123,Arkansas,Cleveland County,18.988,58.93600000000001,5832
124,Arkansas,Columbia County,13.997,63.12,15088
125,Arkansas,Conway County,15.525,64.881,14489
126,Arkansas,Craighead County,16.546,62.833999999999996,62706
127,Arkansas,Crawford County,21.252,58.025,40779
128,Arkansas,Crittenden County,9.218,68.53,31293
129,Arkansas,Cross County,14.118,65.813,11910
130,Arkansas,Dallas County,10.53,66.417,5446
131,Arkansas,Desha County,9.243,67.52,8337
132,Arkansas,Drew County,13.071,65.834,11739
133,Arkansas,Faulkner County,17.305999999999997,63.92100000000001,71027
134,Arkansas,Franklin County,19.166,60.019,12117
135,Arkansas,Fulton County,17.653,62.635,8965
136,Arkansas,Garland County,16.102999999999998,65.078,68941
137,Arkansas,Grant County,21.334,58.152,12259
138,Arkansas,Greene County,19.779,58.972,28415
139,Arkansas,Hempstead County,13.588,63.568000000000005,14679
140,Arkansas,Hot Spring County,17.785,58.998000000000005,23155
141,Arkansas,Howard County,13.159,66.865,8980
142,Arkansas,Independence County,23.145,52.468,24806
143,Arkansas,Izard County,18.62,61.173,10066
144,Arkansas,Jackson County,15.671,61.117,12624
145,Arkansas,Jefferson County,8.979,68.376,49170
146,Arkansas,Johnson County,17.358,61.607,16862
147,Arkansas,Lafayette County,12.395,64.756,5138
148,Arkansas,Lawrence County,17.05,63.638000000000005,11646
149,Arkansas,Lee County,6.692,71.766,7010
150,Arkansas,Lincoln County,12.618,66.92699999999999,9976
151,Arkansas,Little River County,16.233,61.361000000000004,9082
152,Arkansas,Logan County,19.261,59.783,15167
153,Arkansas,Lonoke County,19.980999999999998,59.967,45334
154,Arkansas,Madison County,16.873,63.163999999999994,10732
155,Arkansas,Marion County,18.729,60.864,12631
156,Arkansas,Miller County,16.99,62.678000000000004,29193
157,Arkansas,Mississippi County,11.137,67.968,28735
158,Arkansas,Monroe County,10.037,67.608,5486
159,Arkansas,Montgomery County,19.304000000000002,60.711000000000006,6780
160,Arkansas,Nevada County,14.709000000000001,61.922,6017
161,Arkansas,Newton County,17.364,62.722,5954
162,Arkansas,Ouachita County,11.542,66.49,17565
163,Arkansas,Perry County,17.634,62.174,7210
164,Arkansas,Phillips County,6.526,70.887,13197
165,Arkansas,Pike County,19.724,59.085,7682
166,Arkansas,Poinsett County,17.951,59.272,16295
167,Arkansas,Polk County,21.502,57.858000000000004,14183
168,Arkansas,Pope County,19.755,60.32,39481
169,Arkansas,Prairie County,17.752,59.826,6103
170,Arkansas,Pulaski County,10.387,72.438,260090
171,Arkansas,Randolph County,18.124000000000002,60.865,12314
172,Arkansas,St. Francis County,8.419,69.45100000000001,18842
173,Arkansas,Saline County,20.128,60.47,76893
174,Arkansas,Scott County,17.53,62.567,7290
175,Arkansas,Searcy County,20.62,58.132,5854
176,Arkansas,Sebastian County,17.542,63.187,83090
177,Arkansas,Sevier County,15.019,64.264,10615
178,Arkansas,Sharp County,18.558,60.243,12305
179,Arkansas,Stone County,17.992,63.705,9140
180,Arkansas,Union County,15.523,61.103,27906
181,Arkansas,Van Buren County,18.944000000000003,60.711999999999996,12484
182,Arkansas,Washington County,14.468,67.697,126607
183,Arkansas,White County,20.354,59.268,49921
184,Arkansas,Woodruff County,11.844000000000001,64.833,4977
185,Arkansas,Yell County,17.391,61.433,14527
186,California,Alameda County,5.888999999999999,84.035,1066975
187,California,Alpine County,9.577,74.682,842
188,California,Amador County,15.405999999999999,67.065,28733
189,California,Butte County,13.546,70.729,141823
190,California,Calaveras County,14.85,67.643,33623
191,California,Colusa County,12.581,68.46,13244
192,California,Contra Costa County,7.767,78.092,729106
193,California,Del Norte County,13.383,67.914,19350
194,California,El Dorado County,15.14,66.828,127838
195,California,Fresno County,10.663,71.08800000000001,562708
196,California,Glenn County,13.865,67.49600000000001,17796
197,California,Humboldt County,9.732000000000001,76.64399999999999,90886
198,California,Imperial County,7.596,74.6,105988
199,California,Inyo County,13.296,68.535,13260
200,California,Kern County,12.472999999999999,68.914,506477
201,California,Kings County,12.48,68.247,91918
202,California,Lake County,10.757,72.47,45971
203,California,Lassen County,16.387,64.986,24264
204,California,Los Angeles County,8.599,74.227,6557746
205,California,Madera County,11.963,69.158,93891
206,California,Marin County,8.171,80.013,188590
207,California,Mariposa County,13.050999999999998,71.09899999999999,13640
208,California,Mendocino County,9.026,76.51,61116
209,California,Merced County,10.115,72.416,150292
210,California,Modoc County,15.344000000000001,66.808,6775
211,California,Mono County,10.152000000000001,74.098,9680
212,California,Monterey County,7.035,77.094,265834
213,California,Napa County,9.031,75.368,95540
214,California,Nevada County,13.747,70.193,73611
215,California,Orange County,11.408,72.33,2043735
216,California,Placer County,14.482000000000001,69.399,247799
217,California,Plumas County,14.742,68.455,14643
218,California,Riverside County,9.965,72.444,1410823
219,California,Sacramento County,9.901,76.565,945773
220,California,San Benito County,9.215,73.765,35636
221,California,San Bernardino County,9.498,74.291,1256972
222,California,San Diego County,10.902999999999999,72.643,2088134
223,California,San Francisco County,6.2829999999999995,83.329,647337
224,California,San Joaquin County,9.395,75.439,428299
225,California,San Luis Obispo County,11.645,74.286,181329
226,California,San Mateo County,7.32,80.435,521984
227,California,Santa Barbara County,8.604,75.09,265963
228,California,Santa Clara County,7.43,79.214,1244800
229,California,Santa Cruz County,7.815,80.063,172276
230,California,Shasta County,17.235,64.792,123699
231,California,Sierra County,16.462,64.167,2411
232,California,Siskiyou County,13.387,70.48899999999999,31964
233,California,Solano County,9.263,73.278,280199
234,California,Sonoma County,9.017999999999999,76.965,341490
235,California,Stanislaus County,12.360999999999999,69.585,322668
236,California,Sutter County,13.418,68.265,60267
237,California,Tehama County,15.083,66.153,42515
238,California,Trinity County,12.068,71.67399999999999,10377
239,California,Tulare County,12.148,68.74,258046
240,California,Tuolumne County,15.187999999999999,66.992,41038
241,California,Ventura County,11.337,73.828,544266
242,California,Yolo County,7.542999999999999,79.04,119240
243,California,Yuba County,13.37,69.077,44666
244,Colorado,Adams County,9.974,74.831,289449
245,Colorado,Alamosa County,9.969,73.253,9337
246,Colorado,Arapahoe County,12.126,72.038,396254
247,Colorado,Archuleta County,13.684000000000001,69.72399999999999,9062
248,Colorado,Baca County,17.643,62.728,2704
249,Colorado,Bent County,13.458,65.32600000000001,4831
250,Colorado,Boulder County,7.725,78.686,195716
251,Colorado,Broomfield County,12.455,73.058,39477
252,Colorado,Chaffee County,11.877,70.484,14243
253,Colorado,Cheyenne County,20.027,60.6,1373
254,Colorado,Clear Creek County,11.204,73.425,7095
255,Colorado,Conejos County,9.995,72.293,5301
256,Colorado,Costilla County,8.395,74.39699999999999,2613
257,Colorado,Crowley County,13.806,66.029,3870
258,Colorado,Custer County,15.867,66.918,3419
259,Colorado,Delta County,15.994000000000002,63.6,21848
260,Colorado,Denver County,7.599,79.988,441119
261,Colorado,Dolores County,15.447000000000001,66.058,1311
262,Colorado,Douglas County,16.573,66.396,192742
263,Colorado,Eagle County,10.128,75.592,35583
264,Colorado,Elbert County,15.931,67.10300000000001,16257
265,Colorado,El Paso County,17.646,66.029,407656
266,Colorado,Fremont County,15.475,67.255,35756
267,Colorado,Garfield County,11.764000000000001,71.751,37141
268,Colorado,Gilpin County,11.978,72.359,4194
269,Colorado,Grand County,12.644,72.648,10445
270,Colorado,Gunnison County,9.77,75.825,9768
271,Colorado,Hinsdale County,13.339,70.56,750
272,Colorado,Huerfano County,9.362,75.76100000000001,5047
273,Colorado,Jackson County,15.712,65.336,1059
274,Colorado,Jefferson County,14.259,69.723,382072
275,Colorado,Kiowa County,21.747,58.854,895
276,Colorado,Kit Carson County,18.925,60.532,5569
277,Colorado,Lake County,10.02,74.236,5066
278,Colorado,La Plata County,9.885,76.333,36364
279,Colorado,Larimer County,12.51,73.179,201336
280,Colorado,Las Animas County,11.327,71.577,10482
281,Colorado,Lincoln County,15.325,63.736000000000004,4079
282,Colorado,Logan County,17.649,65.133,15004
283,Colorado,Mesa County,17.035999999999998,65.469,98727
284,Colorado,Mineral County,11.867,74.007,652
285,Colorado,Moffat County,21.462,54.221000000000004,8668
286,Colorado,Montezuma County,15.414000000000001,67.069,17882
287,Colorado,Montrose County,16.838,64.543,28666
288,Colorado,Morgan County,14.97,63.9,18107
289,Colorado,Otero County,11.981,70.531,12495
290,Colorado,Ouray County,10.743,74.815,3642
291,Colorado,Park County,14.109000000000002,70.41,12452
292,Colorado,Phillips County,16.281,65.795,2862
293,Colorado,Pitkin County,8.311,78.707,13496
294,Colorado,Prowers County,14.911,67.78,7851
295,Colorado,Pueblo County,11.432,71.433,107136
296,Colorado,Rio Blanco County,19.384,61.751999999999995,4467
297,Colorado,Rio Grande County,12.417,69.39699999999999,7945
298,Colorado,Routt County,12.034,71.361,16661
299,Colorado,Saguache County,7.997000000000001,77.546,4343
300,Colorado,San Juan County,10.204,73.972,517
301,Colorado,San Miguel County,8.253,79.467,5664
302,Colorado,Sedgwick County,15.044,66.71600000000001,1680
303,Colorado,Summit County,9.238,77.203,20896
304,Colorado,Teller County,16.857,65.577,17379
305,Colorado,Washington County,20.355,60.137,3379
306,Colorado,Weld County,14.004000000000001,65.825,164896
307,Colorado,Yuma County,16.759,64.46,6697
308,Connecticut,Fairfield County,9.64,73.568,630525
309,Connecticut,Hartford County,9.831,71.494,616972
310,Connecticut,Litchfield County,15.300999999999998,68.743,135694
311,Connecticut,Middlesex County,12.652000000000001,72.038,118381
312,Connecticut,New Haven County,9.607999999999999,74.166,589145
313,Connecticut,New London County,12.07,70.79899999999999,188762
314,Connecticut,Tolland County,12.467,69.702,96016
315,Connecticut,Windham County,12.564,66.054,80082
316,Delaware,Kent County,9.549,72.134,108618
317,Delaware,New Castle County,11.520999999999999,70.256,363957
318,Delaware,Sussex County,14.436,66.47,148311
319,District of Columbia,District of Columbia,4.788,83.625,442721
320,Florida,Alachua County,9.52,75.081,148913
321,Florida,Baker County,20.533,56.099,17562
322,Florida,Bay County,17.114,63.813,119564
323,Florida,Bradford County,19.522000000000002,59.161,19818
324,Florida,Brevard County,14.380999999999998,69.501,400434
325,Florida,Broward County,8.595,75.033,1262414
326,Florida,Calhoun County,17.267,58.83,10384
327,Florida,Charlotte County,14.356,67.363,131689
328,Florida,Citrus County,15.319,66.982,110151
329,Florida,Clay County,19.184,61.155,129162
330,Florida,Collier County,14.607000000000001,67.084,248040
331,Florida,Columbia County,17.611,61.176,46229
332,Florida,DeSoto County,11.355,69.298,23548
333,Florida,Dixie County,19.45,58.406000000000006,11724
334,Florida,Duval County,13.309000000000001,69.27,587399
335,Florida,Escambia County,14.341,67.197,199781
336,Florida,Flagler County,14.089,68.697,73365
337,Florida,Franklin County,14.482999999999999,66.054,8814
338,Florida,Gadsden County,6.74,73.025,32211
339,Florida,Gilchrist County,20.006,58.731,11388
340,Florida,Glades County,12.493,66.48,9568
341,Florida,Gulf County,17.035999999999998,60.945,11806
342,Florida,Hamilton County,12.462,65.109,9445
343,Florida,Hardee County,12.482999999999999,66.193,17249
344,Florida,Hendry County,8.86,73.527,23629
345,Florida,Hernando County,16.32,64.71600000000001,128488
346,Florida,Highlands County,14.44,66.296,74156
347,Florida,Hillsborough County,11.729000000000001,72.26,851556
348,Florida,Holmes County,22.294,54.683,13895
349,Florida,Indian River County,16.695999999999998,65.589,105814
350,Florida,Jackson County,16.211,61.711000000000006,35306
351,Florida,Jefferson County,10.857000000000001,69.362,10758
352,Florida,Lafayette County,16.77,60.653,5914
353,Florida,Lake County,14.084000000000001,69.123,222046
354,Florida,Lee County,13.728,65.939,475182
355,Florida,Leon County,10.279000000000002,71.532,162052
356,Florida,Levy County,15.908,62.078,28882
357,Florida,Liberty County,15.967,64.19800000000001,5677
358,Florida,Madison County,10.036,68.435,13334
359,Florida,Manatee County,13.356,70.895,244788
360,Florida,Marion County,14.408,67.804,246795
361,Florida,Martin County,15.948,65.627,114233
362,Florida,Miami-Dade County,7.397,76.694,1806631
363,Florida,Monroe County,10.824000000000002,75.168,58260
364,Florida,Nassau County,18.595,63.058,53257
365,Florida,Okaloosa County,18.408,64.176,127568
366,Florida,Okeechobee County,13.665999999999999,65.577,26727
367,Florida,Orange County,11.117,69.277,778147
368,Florida,Osceola County,8.788,74.078,186791
369,Florida,Palm Beach County,9.016,76.171,978030
370,Florida,Pasco County,12.901,71.688,340442
371,Florida,Pinellas County,11.827,69.589,696366
372,Florida,Polk County,12.537,67.9,420091
373,Florida,Putnam County,16.725,59.338,51190
374,Florida,St. Johns County,17.677,64.449,141593
375,Florida,St. Lucie County,11.074000000000002,71.545,200884
376,Florida,Santa Rosa County,19.389,62.684,108075
377,Florida,Sarasota County,14.49,67.527,304065
378,Florida,Seminole County,16.146,68.173,294926
379,Florida,Sumter County,15.284,65.72,91658
380,Florida,Suwannee County,16.532,62.251000000000005,29949
381,Florida,Taylor County,15.98,62.858999999999995,16519
382,Florida,Union County,19.077,59.563,10881
383,Florida,Volusia County,14.6,69.048,362881
384,Florida,Wakulla County,16.815,59.967,21919
385,Florida,Walton County,19.866,61.123000000000005,42029
386,Florida,Washington County,18.02,58.538000000000004,17399
387,Georgia,Appling County,16.961,59.545,12194
388,Georgia,Atkinson County,14.314,62.533,5180
389,Georgia,Bacon County,17.796,62.178000000000004,7299
390,Georgia,Baker County,11.665,63.658,2264
391,Georgia,Baldwin County,10.888,65.564,27826
392,Georgia,Banks County,22.715,57.93600000000001,12276
393,Georgia,Barrow County,19.057000000000002,60.478,45470
394,Georgia,Bartow County,22.087,55.076,65807
395,Georgia,Ben Hill County,12.437999999999999,65.27199999999999,11270
396,Georgia,Berrien County,19.271,59.768,12776
397,Georgia,Bibb County,8.277999999999999,70.218,99332
398,Georgia,Bleckley County,16.686,61.73,7870
399,Georgia,Brantley County,21.943,56.278999999999996,12155
400,Georgia,Brooks County,11.794,65.533,10805
401,Georgia,Bryan County,18.414,62.897,20383
402,Georgia,Bulloch County,12.725999999999999,68.178,37821
403,Georgia,Burke County,9.969,64.557,14604
404,Georgia,Butts County,14.731,62.275,15942
405,Georgia,Calhoun County,5.877000000000001,74.855,4489
406,Georgia,Camden County,16.175,64.167,31155
407,Georgia,Candler County,14.247,63.553000000000004,7154
408,Georgia,Carroll County,16.131,62.633,68808
409,Georgia,Catoosa County,22.443,57.496,43846
410,Georgia,Charlton County,13.315,64.554,9261
411,Georgia,Chatham County,9.628,72.518,179025
412,Georgia,Chattahoochee County,9.845,73.223,5295
413,Georgia,Chattooga County,17.957,58.585,17661
414,Georgia,Cherokee County,20.78,61.071000000000005,144993
415,Georgia,Clarke County,8.077,74.97,63733
416,Georgia,Clay County,6.148,73.318,1968
417,Georgia,Clayton County,5.0489999999999995,75.329,160760
418,Georgia,Clinch County,15.203,60.496,4429
419,Georgia,Cobb County,12.189,69.994,465732
420,Georgia,Coffee County,14.369000000000002,63.193999999999996,27147
421,Georgia,Colquitt County,13.562999999999999,63.434,29299
422,Georgia,Columbia County,18.58,61.048,85824
423,Georgia,Cook County,14.635,61.592,11210
424,Georgia,Coweta County,17.192,61.473,86002
425,Georgia,Crawford County,16.257,62.101000000000006,8692
426,Georgia,Crisp County,11.689,65.008,15370
427,Georgia,Dade County,19.656,59.83,11055
428,Georgia,Dawson County,23.454,58.117,15734
429,Georgia,Decatur County,11.520999999999999,65.85600000000001,18022
430,Georgia,DeKalb County,5.807,81.699,471344
431,Georgia,Dodge County,15.71,60.323,14496
432,Georgia,Dooly County,10.089,65.282,10188
433,Georgia,Dougherty County,5.734,75.413,58370
434,Georgia,Douglas County,9.8,70.436,85935
435,Georgia,Early County,10.45,65.688,7053
436,Georgia,Echols County,17.59,61.262,2506
437,Georgia,Effingham County,20.486,58.097,34172
438,Georgia,Elbert County,14.196,62.468999999999994,13606
439,Georgia,Emanuel County,13.116,64.135,14751
440,Georgia,Evans County,12.05,66.543,7009
441,Georgia,Fannin County,19.625999999999998,59.062,17877
442,Georgia,Fayette County,15.655,65.398,72187
443,Georgia,Floyd County,17.75,59.858000000000004,63085
444,Georgia,Forsyth County,20.713,60.103,120835
445,Georgia,Franklin County,20.082,58.071999999999996,15209
446,Georgia,Fulton County,6.526,78.617,636648
447,Georgia,Gilmer County,20.904,59.816,20346
448,Georgia,Glascock County,24.296999999999997,54.643,2074
449,Georgia,Glynn County,14.364,65.194,55092
450,Georgia,Gordon County,19.712,58.676,36097
451,Georgia,Grady County,13.363,64.676,16727
452,Georgia,Greene County,12.898,64.307,11940
453,Georgia,Gwinnett County,11.728,65.786,528019
454,Georgia,Habersham County,22.565,56.57,29215
455,Georgia,Hall County,18.72,61.494,117557
456,Georgia,Hancock County,6.021,69.38,6470
457,Georgia,Haralson County,22.07,55.937,19008
458,Georgia,Harris County,20.128,58.093999999999994,22607
459,Georgia,Hart County,17.53,59.693000000000005,17760
460,Georgia,Heard County,23.252,50.176,7805
461,Georgia,Henry County,11.190999999999999,69.707,131579
462,Georgia,Houston County,13.81,65.322,93271
463,Georgia,Irwin County,14.677999999999999,62.66,6521
464,Georgia,Jackson County,21.634,56.395,40137
465,Georgia,Jasper County,15.544,61.043,9208
466,Georgia,Jeff Davis County,18.223,58.576,9602
467,Georgia,Jefferson County,8.056000000000001,68.518,10861
468,Georgia,Jenkins County,11.077,67.29899999999999,5953
469,Georgia,Johnson County,12.312000000000001,65.634,6926
470,Georgia,Jones County,15.798,63.288999999999994,19342
471,Georgia,Lamar County,13.862,66.572,11601
472,Georgia,Lanier County,15.662,61.457,6716
473,Georgia,Laurens County,14.212,61.763999999999996,31835
474,Georgia,Lee County,19.423,59.1,18626
475,Georgia,Liberty County,8.5,72.16,36076
476,Georgia,Lincoln County,13.357000000000001,63.256,5614
477,Georgia,Long County,13.475999999999999,66.99600000000001,9377
478,Georgia,Lowndes County,12.190999999999999,66.803,64014
479,Georgia,Lumpkin County,21.561999999999998,59.12,19048
480,Georgia,McDuffie County,8.494,70.13600000000001,14305
481,Georgia,McIntosh County,16.586,58.875,10256
482,Georgia,Macon County,8.068999999999999,68.461,9835
483,Georgia,Madison County,15.607000000000001,63.751999999999995,19246
484,Georgia,Marion County,11.520999999999999,67.378,6011
485,Georgia,Meriwether County,11.409,65.28399999999999,14724
486,Georgia,Miller County,15.725,60.713,4099
487,Georgia,Mitchell County,8.951,70.209,15479
488,Georgia,Monroe County,19.678,54.033,18553
489,Georgia,Montgomery County,16.447,59.555,5881
490,Georgia,Morgan County,17.326,60.026,12260
491,Georgia,Murray County,20.996,56.669,25753
492,Georgia,Muscogee County,7.9910000000000005,72.14399999999999,125771
493,Georgia,Newton County,10.542,68.793,63841
494,Georgia,Oconee County,20.537,62.623000000000005,22004
495,Georgia,Oglethorpe County,17.585,60.703,10321
496,Georgia,Paulding County,18.345,60.953,90989
497,Georgia,Peach County,9.742,69.722,16485
498,Georgia,Pickens County,21.432,58.761,21295
499,Georgia,Pierce County,22.163,55.913999999999994,12367
500,Georgia,Pike County,21.408,55.657,11761
501,Georgia,Polk County,18.842,60.005,26817
502,Georgia,Pulaski County,14.337,61.556999999999995,8740
503,Georgia,Putnam County,14.942,63.273999999999994,15377
504,Georgia,Quitman County,7.242000000000001,71.244,1603
505,Georgia,Rabun County,19.374000000000002,62.978,12026
506,Georgia,Randolph County,6.706,73.623,4908
507,Georgia,Richmond County,7.042999999999999,72.795,128220
508,Georgia,Rockdale County,7.727,74.45,55538
509,Georgia,Schley County,15.16,61.861000000000004,3331
510,Georgia,Screven County,11.648,64.546,9533
511,Georgia,Seminole County,12.665999999999999,65.587,6104
512,Georgia,Spalding County,13.107000000000001,64.03699999999999,42315
513,Georgia,Stephens County,18.879,61.205,17062
514,Georgia,Stewart County,6.593999999999999,72.309,4296
515,Georgia,Sumter County,8.453,69.292,19542
516,Georgia,Talbot County,6.605,73.127,4750
517,Georgia,Taliaferro County,6.681,70.148,1241
518,Georgia,Tattnall County,14.544,62.958999999999996,17286
519,Georgia,Taylor County,11.107999999999999,66.148,5735
520,Georgia,Telfair County,13.199000000000002,61.701,12490
521,Georgia,Terrell County,7.43,69.262,6107
522,Georgia,Thomas County,12.197000000000001,65.956,30160
523,Georgia,Tift County,13.604000000000001,65.31,25368
524,Georgia,Toombs County,15.42,61.735,17320
525,Georgia,Towns County,19.424,63.118,7806
526,Georgia,Treutlen County,12.49,65.204,4588
527,Georgia,Troup County,13.894,63.266999999999996,43570
528,Georgia,Turner County,11.628,64.455,5627
529,Georgia,Twiggs County,11.099,64.737,6065
530,Georgia,Union County,24.013,55.872,16361
531,Georgia,Upson County,14.42,63.665,18203
532,Georgia,Walker County,20.518,57.703,47170
533,Georgia,Walton County,19.211,59.613,55696
534,Georgia,Ware County,14.142999999999999,65.79899999999999,23936
535,Georgia,Warren County,7.652,67.78,3855
536,Georgia,Washington County,9.248,67.65100000000001,14183
537,Georgia,Wayne County,17.706,59.708,20423
538,Georgia,Webster County,12.052,61.29,1915
539,Georgia,Wheeler County,13.96,60.835,6246
540,Georgia,White County,23.213,57.4,19294
541,Georgia,Whitfield County,17.332,61.738,64680
542,Georgia,Wilcox County,14.373,60.647,6484
543,Georgia,Wilkes County,10.989,65.476,7243
544,Georgia,Wilkinson County,12.198,62.95399999999999,6432
545,Georgia,Worth County,16.348,59.861999999999995,14403
